route_id,route_short_name,route_long_name,route_desc,route_type,route_url,route_color,route_text_color
19-4948,19,"Rocklea - PA Hospital StationLink",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/19/2026-09-18
19-5065,19,"Rocklea - PA Hospital StationLink",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/19/2026-09-18
19-5146,19,"Rocklea - PA Hospital StationLink",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/19,E463A4,1D1D1D
26-4948,26,"Upper Mt Gravatt - RBWH via Fortitude Valley",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/26,E463A4,1D1D1D
26-5065,26,"Upper Mt Gravatt - RBWH via Fortitude Valley",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/26,E463A4,1D1D1D
26-5146,26,"Upper Mt Gravatt - RBWH via Fortitude Valley",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/26,E463A4,1D1D1D
29-4948,29,"Woolloongabba - UQ Lakes Shuttle",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/29,E463A4,1D1D1D
29-5065,29,"Woolloongabba - UQ Lakes Shuttle",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/29,E463A4,1D1D1D
29-5146,29,"Woolloongabba - UQ Lakes Shuttle",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/29,E463A4,1D1D1D
30-4948,30,"Spring Hill Loop",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/30,FFD51F,1D1D1D
30-5065,30,"Spring Hill Loop",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/30,FFD51F,1D1D1D
30-5146,30,"Spring Hill Loop",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/30,FFD51F,1D1D1D
40-4948,40,"City Loop (Clockwise)",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/40,D20000,FFFFFF
40-5065,40,"City Loop (Clockwise)",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/40,D20000,FFFFFF
40-5146,40,"City Loop (Clockwise)",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/40,D20000,FFFFFF
50-4948,50,"City Loop (Anti-Clockwise)",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/50,D20000,FFFFFF
50-5065,50,"City Loop (Anti-Clockwise)",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/50,D20000,FFFFFF
50-5146,50,"City Loop (Anti-Clockwise)",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/50,D20000,FFFFFF
60-4948,60,"West End - Teneriffe Ferry via City/Valley",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/60,6DD0F6,1D1D1D
60-5065,60,"West End - Teneriffe Ferry via City/Valley",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/60,6DD0F6,1D1D1D
60-5146,60,"West End - Teneriffe Ferry via City/Valley",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/60,6DD0F6,1D1D1D
61-4948,61,"Ashgrove Shops - Coorparoo via City",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/61,7A0046,FFFFFF
61-5065,61,"Ashgrove Shops - Coorparoo via City",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/61,7A0046,FFFFFF
61-5146,61,"Ashgrove Shops - Coorparoo via City",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/61,7A0046,FFFFFF
70-5053,70,"L1 Helensvale - Burleigh Heads",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/70,E463A4,1D1D1D
70-5171,70,"L1 Helensvale - Burleigh Heads",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/70,E463A4,1D1D1D
77-4948,77,"Eight Mile Plains - Chermside via CLEM7",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/77,E463A4,1D1D1D
77-5065,77,"Eight Mile Plains - Chermside via CLEM7",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/77,E463A4,1D1D1D
77-5146,77,"Eight Mile Plains - Chermside via CLEM7",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/77,E463A4,1D1D1D
100-4948,100,"Forest Lake/Inala - City",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/100,E463A4,1D1D1D
100-5065,100,"Forest Lake/Inala - City",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/100,E463A4,1D1D1D
100-5146,100,"Forest Lake/Inala - City",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/100,E463A4,1D1D1D
101-4948,101,"Forest Lake - Oxley station via Inala and Durack",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/101,E463A4,1D1D1D
101-5065,101,"Forest Lake - Oxley station via Inala and Durack",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/101,E463A4,1D1D1D
101-5146,101,"Forest Lake - Oxley station via Inala and Durack",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/101,E463A4,1D1D1D
102-4948,102,"Inala - Oxley",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/102,E463A4,1D1D1D
102-5065,102,"Inala - Oxley",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/102,E463A4,1D1D1D
102-5146,102,"Inala - Oxley",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/102,E463A4,1D1D1D
103-4948,103,"Centenary - Inala Plaza",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/103,E463A4,1D1D1D
103-5065,103,"Centenary - Inala Plaza",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/103,E463A4,1D1D1D
103-5146,103,"Centenary - Inala Plaza",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/103,E463A4,1D1D1D
104-4948,104,"Corinda High - PA Hospital",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/104,E463A4,1D1D1D
104-5065,104,"Corinda High - PA Hospital",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/104,E463A4,1D1D1D
104-5146,104,"Corinda High - PA Hospital",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/104,E463A4,1D1D1D
105-4948,105,"Indooroopilly - PA Hospital via Yeronga",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/105,E463A4,1D1D1D
105-5065,105,"Indooroopilly - PA Hospital via Yeronga",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/105,E463A4,1D1D1D
105-5146,105,"Indooroopilly - PA Hospital via Yeronga",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/105,E463A4,1D1D1D
106-4948,106,"Mt Ommaney - Indooroopilly via Corinda",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/106,E463A4,1D1D1D
106-5065,106,"Mt Ommaney - Indooroopilly via Corinda",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/106,E463A4,1D1D1D
106-5146,106,"Mt Ommaney - Indooroopilly via Corinda",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/106,E463A4,1D1D1D
107-4948,107,"Yeerongpilly - City",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/107,E463A4,1D1D1D
107-5065,107,"Yeerongpilly - City",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/107,E463A4,1D1D1D
107-5146,107,"Yeerongpilly - City",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/107,E463A4,1D1D1D
109-4948,109,"Acacia Ridge - City Rocket",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/109,E463A4,1D1D1D
109-5065,109,"Acacia Ridge - City Rocket",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/109,E463A4,1D1D1D
109-5146,109,"Acacia Ridge - City Rocket",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/109,E463A4,1D1D1D
110-4948,110,"Inala - City",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/110,E463A4,1D1D1D
110-5065,110,"Inala - City",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/110,E463A4,1D1D1D
110-5146,110,"Inala - City",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/110,E463A4,1D1D1D
112-4948,112,"Griffith Uni Mt Gravatt - PA Hospital",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/112,E463A4,1D1D1D
112-5065,112,"Griffith Uni Mt Gravatt - PA Hospital",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/112,E463A4,1D1D1D
112-5146,112,"Griffith Uni Mt Gravatt - PA Hospital",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/112,E463A4,1D1D1D
113-4948,113,"Mt Gravatt Central - City",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/113,E463A4,1D1D1D
113-5065,113,"Mt Gravatt Central - City",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/113,E463A4,1D1D1D
113-5146,113,"Mt Gravatt Central - City",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/113,E463A4,1D1D1D
114-4948,114,"Tarragindi - City",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/114,E463A4,1D1D1D
114-5065,114,"Tarragindi - City",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/114,E463A4,1D1D1D
114-5146,114,"Tarragindi - City",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/114,E463A4,1D1D1D
115-4948,115,"Griffith University - Sunnybank Hills",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/115,E463A4,1D1D1D
115-5065,115,"Griffith University - Sunnybank Hills",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/115,E463A4,1D1D1D
115-5146,115,"Griffith University - Sunnybank Hills",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/115,E463A4,1D1D1D
116-4948,116,"Upper Mt Gravatt - City",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/116,E463A4,1D1D1D
116-5065,116,"Upper Mt Gravatt - City",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/116,E463A4,1D1D1D
116-5146,116,"Upper Mt Gravatt - City",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/116,E463A4,1D1D1D
118-4948,118,"Forest Lake - City",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/118,E463A4,1D1D1D
118-5065,118,"Forest Lake - City",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/118,E463A4,1D1D1D
118-5146,118,"Forest Lake - City",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/118,E463A4,1D1D1D
119-4948,119,"QEII Hospital - City Rocket",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/119,E463A4,1D1D1D
119-5065,119,"QEII Hospital - City Rocket",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/119,E463A4,1D1D1D
119-5146,119,"QEII Hospital - City Rocket",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/119,E463A4,1D1D1D
120-4948,120,"Garden City - City via Tarragindi",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/120,E463A4,1D1D1D
120-5065,120,"Garden City - City via Tarragindi",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/120,E463A4,1D1D1D
120-5146,120,"Garden City - City via Tarragindi",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/120,E463A4,1D1D1D
121-4948,121,"Salisbury - City",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/121,E463A4,1D1D1D
121-5065,121,"Salisbury - City",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/121,E463A4,1D1D1D
121-5146,121,"Salisbury - City",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/121,E463A4,1D1D1D
122-4948,122,"Inala - Garden City",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/122,E463A4,1D1D1D
122-5065,122,"Inala - Garden City",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/122,E463A4,1D1D1D
122-5146,122,"Inala - Garden City",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/122,E463A4,1D1D1D
123-4948,123,"Griffith University - Garden City via Sunnybank",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/123,E463A4,1D1D1D
123-5065,123,"Griffith University - Garden City via Sunnybank",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/123,E463A4,1D1D1D
123-5146,123,"Griffith University - Garden City via Sunnybank",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/123,E463A4,1D1D1D
125-4948,125,"Garden City - City/Valley via Salisbury",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/125,E463A4,1D1D1D
125-5065,125,"Garden City - City/Valley via Salisbury",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/125,E463A4,1D1D1D
125-5146,125,"Garden City - City/Valley via Salisbury",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/125,E463A4,1D1D1D
126-4948,126,"Heathwood - Sunnybank Plaza",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/126,E463A4,1D1D1D
126-5065,126,"Heathwood - Sunnybank Plaza",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/126,E463A4,1D1D1D
126-5146,126,"Heathwood - Sunnybank Plaza",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/126,E463A4,1D1D1D
127-4948,127,"Indooroopilly - Fairfield",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/127,E463A4,1D1D1D
127-5065,127,"Indooroopilly - Fairfield",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/127,E463A4,1D1D1D
127-5146,127,"Indooroopilly - Fairfield",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/127,E463A4,1D1D1D
130-4948,130,"Parkinson - City",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/130,E463A4,1D1D1D
130-5065,130,"Parkinson - City",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/130,E463A4,1D1D1D
130-5146,130,"Parkinson - City",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/130,E463A4,1D1D1D
131-4948,131,"Parkinson - City via Hellawell Rd",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/131,E463A4,1D1D1D
131-5065,131,"Parkinson - City via Hellawell Rd",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/131,E463A4,1D1D1D
131-5146,131,"Parkinson - City via Hellawell Rd",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/131,E463A4,1D1D1D
132-4948,132,"Parkinson/Algester - Garden City",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/132,E463A4,1D1D1D
132-5065,132,"Parkinson/Algester - Garden City",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/132,E463A4,1D1D1D
132-5146,132,"Parkinson/Algester - Garden City",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/132,E463A4,1D1D1D
134-4948,134,"Griffith University - City Rocket",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/134,E463A4,1D1D1D
134-5065,134,"Griffith University - City Rocket",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/134,E463A4,1D1D1D
134-5146,134,"Griffith University - City Rocket",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/134,E463A4,1D1D1D
135-4948,135,"Parkinson - Griffith Uni busway Express",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/135,E463A4,1D1D1D
135-5065,135,"Parkinson - Griffith Uni busway Express",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/135,E463A4,1D1D1D
135-5146,135,"Parkinson - Griffith Uni busway Express",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/135,E463A4,1D1D1D
137-4948,137,"Sunnybank Hills - City Rocket",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/137,E463A4,1D1D1D
137-5065,137,"Sunnybank Hills - City Rocket",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/137,E463A4,1D1D1D
137-5146,137,"Sunnybank Hills - City Rocket",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/137,E463A4,1D1D1D
138-4948,138,"Algester - City",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/138,E463A4,1D1D1D
138-5065,138,"Algester - City",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/138,E463A4,1D1D1D
138-5146,138,"Algester - City",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/138,E463A4,1D1D1D
139-4948,139,"Sunnybank Hills - UQ Lakes",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/139,E463A4,1D1D1D
139-5065,139,"Sunnybank Hills - UQ Lakes",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/139,E463A4,1D1D1D
139-5146,139,"Sunnybank Hills - UQ Lakes",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/139,E463A4,1D1D1D
140-4948,140,"Browns Plains - City Express via Mains Road",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/140,E463A4,1D1D1D
140-5065,140,"Browns Plains - City Express via Mains Road",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/140,E463A4,1D1D1D
140-5146,140,"Browns Plains - City Express via Mains Road",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/140,E463A4,1D1D1D
141-4948,141,"Browns Plains - City Rocket",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/141,E463A4,1D1D1D
141-5065,141,"Browns Plains - City Rocket",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/141,E463A4,1D1D1D
141-5146,141,"Browns Plains - City Rocket",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/141,E463A4,1D1D1D
142-4948,142,"Browns Plains - City Bullet",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/142,E463A4,1D1D1D
142-5065,142,"Browns Plains - City Bullet",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/142,E463A4,1D1D1D
142-5146,142,"Browns Plains - City Bullet",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/142,E463A4,1D1D1D
150-4948,150,"Browns Plains - City Express via Runcorn",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/150,E463A4,1D1D1D
150-5065,150,"Browns Plains - City Express via Runcorn",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/150,E463A4,1D1D1D
150-5146,150,"Browns Plains - City Express via Runcorn",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/150,E463A4,1D1D1D
152-4948,152,"Stretton - Garden City",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/152,E463A4,1D1D1D
152-5065,152,"Stretton - Garden City",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/152,E463A4,1D1D1D
152-5146,152,"Stretton - Garden City",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/152,E463A4,1D1D1D
153-4948,153,"Drewvale - City Rocket",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/153,E463A4,1D1D1D
153-5065,153,"Drewvale - City Rocket",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/153,E463A4,1D1D1D
153-5146,153,"Drewvale - City Rocket",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/153,E463A4,1D1D1D
155-4948,155,"Eight Mile Plains - Griffith Uni via Sunnybank",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/155,E463A4,1D1D1D
155-5065,155,"Eight Mile Plains - Griffith Uni via Sunnybank",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/155,E463A4,1D1D1D
155-5146,155,"Eight Mile Plains - Griffith Uni via Sunnybank",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/155,E463A4,1D1D1D
156-4948,156,"Stretton - City Rocket",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/156,E463A4,1D1D1D
156-5065,156,"Stretton - City Rocket",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/156,E463A4,1D1D1D
156-5146,156,"Stretton - City Rocket",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/156,E463A4,1D1D1D
161-4948,161,"Wishart Outlook - Griffith University busway",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/161,E463A4,1D1D1D
161-5065,161,"Wishart Outlook - Griffith University busway",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/161,E463A4,1D1D1D
161-5146,161,"Wishart Outlook - Griffith University busway",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/161,E463A4,1D1D1D
162-4948,162,"Eight Mile Plains - City Rocket",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/162,E463A4,1D1D1D
162-5065,162,"Eight Mile Plains - City Rocket",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/162,E463A4,1D1D1D
162-5146,162,"Eight Mile Plains - City Rocket",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/162,E463A4,1D1D1D
169-4948,169,"Eight Mile Plains - UQ Lakes",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/169,E463A4,1D1D1D
169-5065,169,"Eight Mile Plains - UQ Lakes",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/169,E463A4,1D1D1D
169-5146,169,"Eight Mile Plains - UQ Lakes",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/169,E463A4,1D1D1D
171-4948,171,"Garden City - City Rocket via Newnham Road",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/171,E463A4,1D1D1D
171-5065,171,"Garden City - City Rocket via Newnham Road",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/171,E463A4,1D1D1D
171-5146,171,"Garden City - City Rocket via Newnham Road",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/171,E463A4,1D1D1D
172-4948,172,"Garden City - PA Hospital via Greenslopes",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/172,E463A4,1D1D1D
172-5065,172,"Garden City - PA Hospital via Greenslopes",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/172,E463A4,1D1D1D
172-5146,172,"Garden City - PA Hospital via Greenslopes",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/172,E463A4,1D1D1D
175-4948,175,"Garden City - City via Logan Rd",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/175,E463A4,1D1D1D
175-5065,175,"Garden City - City via Logan Rd",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/175,E463A4,1D1D1D
175-5146,175,"Garden City - City via Logan Rd",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/175,E463A4,1D1D1D
176-4948,176,"Garden City - City Rocket via Logan Road",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/176,E463A4,1D1D1D
176-5065,176,"Garden City - City Rocket via Logan Road",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/176,E463A4,1D1D1D
176-5146,176,"Garden City - City Rocket via Logan Road",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/176,E463A4,1D1D1D
177-4948,177,"Carindale - Griffith Uni Mt Gravatt",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/177,E463A4,1D1D1D
177-5065,177,"Carindale - Griffith Uni Mt Gravatt",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/177,E463A4,1D1D1D
177-5146,177,"Carindale - Griffith Uni Mt Gravatt",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/177,E463A4,1D1D1D
179-4948,179,"Garden City - UQ Express via Newnham Rd",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/179,E463A4,1D1D1D
179-5065,179,"Garden City - UQ Express via Newnham Rd",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/179,E463A4,1D1D1D
179-5146,179,"Garden City - UQ Express via Newnham Rd",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/179,E463A4,1D1D1D
180-4948,180,"Garden City - City Express via Mansfield",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/180,E463A4,1D1D1D
180-5065,180,"Garden City - City Express via Mansfield",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/180,E463A4,1D1D1D
180-5146,180,"Garden City - City Express via Mansfield",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/180,E463A4,1D1D1D
181-4948,181,"Carindale Heights - City Rocket",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/181,E463A4,1D1D1D
181-5065,181,"Carindale Heights - City Rocket",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/181,E463A4,1D1D1D
181-5146,181,"Carindale Heights - City Rocket",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/181,E463A4,1D1D1D
182-4948,182,"Garden City - Holland Park",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/182,E463A4,1D1D1D
182-5065,182,"Garden City - Holland Park",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/182,E463A4,1D1D1D
182-5146,182,"Garden City - Holland Park",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/182,E463A4,1D1D1D
183-4948,183,"Wishart - City Rocket via Mansfield",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/183,E463A4,1D1D1D
183-5065,183,"Wishart - City Rocket via Mansfield",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/183,E463A4,1D1D1D
183-5146,183,"Wishart - City Rocket via Mansfield",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/183,E463A4,1D1D1D
185-4948,185,"Garden City - City/Valley",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/185,E463A4,1D1D1D
185-5065,185,"Garden City - City/Valley",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/185,E463A4,1D1D1D
185-5146,185,"Garden City - City/Valley",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/185,E463A4,1D1D1D
186-4948,186,"Wishart - City Rocket",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/186,E463A4,1D1D1D
186-5065,186,"Wishart - City Rocket",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/186,E463A4,1D1D1D
186-5146,186,"Wishart - City Rocket",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/186,E463A4,1D1D1D
189-4948,189,"Holland Park - City Express",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/189,E463A4,1D1D1D
189-5065,189,"Holland Park - City Express",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/189,E463A4,1D1D1D
189-5146,189,"Holland Park - City Express",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/189,E463A4,1D1D1D
192-4948,192,"Yeronga - City via UQ Lakes and Highgate Hill",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/192,E463A4,1D1D1D
192-5065,192,"Yeronga - City via UQ Lakes and Highgate Hill",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/192,E463A4,1D1D1D
192-5146,192,"Yeronga - City via UQ Lakes and Highgate Hill",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/192,E463A4,1D1D1D
195-4948,195,"New Farm - City",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/195,E463A4,1D1D1D
195-5065,195,"New Farm - City",,3,https://jp.translink.com.au/plan-your-journey/timetables/bus/T/195,E463A4,1D1D1D
